organizationNr,name,registrationDate,nrEmployees,ownedBy_organizationNr,ownershipPercentage,organizationForm,address,postalCode,town,municipalityNr,municipality,countryCode,country
998912970,SKATTEOPPKREVEREN I HALD,2012-10-03,0,938712441,0.04,ORGL,Strandgata 52,8800,SANDNESSJØEN,1820,ALSTAHAUG,NO,Norge
987732881,HELGELAND REGIONRÅD IKS,2005-01-17,5,null,null,IKS,Torolv Kveldulvsonsgate 5-7,8800,SANDNESSJØEN,1820,ALSTAHAUG,NO,Norge
974775700,MOLDE KOMMUNE BYDRIFT,1996-09-01,117,944020977,0.83,ORGL,Rådhusplassen 1,6413,MOLDE,1502,MOLDE,NO,Norge
998457009,ØRSTA KOMMUNE SKULE,2012-06-05,379,939461450,0.05,ORGL,Dalevegen 6,6153,ØRSTA,1520,ØRSTA,NO,Norge
844162502,GRANVIN KOMMUNE,1995-06-07,216,null,null,KOMM,Hardangervegen 2581,5736,GRANVIN,1234,GRANVIN,NO,Norge
964979723,BOKN KOMMUNE,1995-06-07,192,null,null,KOMM,Boknatunvegen 37,5561,BOKN,1145,BOKN,NO,Norge
964949581,ENEBAKK KOMMUNE,1995-06-07,1110,null,null,KOMM,Prestegårdsveien 4,1912,ENEBAKK,0229,ENEBAKK,NO,Norge
939885684,FOLLDAL KOMMUNE,1995-06-07,349,null,null,KOMM,Gruvvegen 7,2580,FOLLDAL,0439,FOLLDAL,NO,Norge
874783242,KYSTVERKET,1998-01-16,163,972417904,0.03,ORGL,Sorenskriver Bulls gate 3,6002,ÅLESUND,1504,ÅLESUND,NO,Norge
976972163,LANGEMYR SKOLE,1997-02-20,106,864964702,0.51,ORGL,Østerhusmonen 15,4879,GRIMSTAD,0904,GRIMSTAD,NO,Norge
974761076,SKATTEETATEN,1995-08-09,0,972417807,0.83,ORGL,Fredrik Selmers vei 4,0663,OSLO,0301,OSLO,NO,Norge
974766078,AURLAND KOMMUNE SKULEADMINISTRASJON,1996-09-01,99,964968063,0.47,ORGL,,5745,AURLAND,1421,AURLAND,NO,Norge
990022216,OSBADET KF,2006-07-22,27,844458312,0.74,KF,Idrettsvegen 39,5210,OS,1243,OS,NO,Norge
974782030,STRANDA KOMMUNE SENTRALADMINISTRASJON,1996-09-01,33,964980098,0.23,ORGL,Øyna 13,6200,STRANDA,1525,STRANDA,NO,Norge
974639599,KONGSBERG KOMMUNE TEKNISKE TJENESTER,1996-09-01,48,942402465,0.78,ORGL,Gesellveien 40,3616,KONGSBERG,0604,KONGSBERG,NO,Norge
838500382,HOLMESTRAND KOMMUNE,1995-06-07,0,null,null,KOMM,Rådhusgaten 11,3080,HOLMESTRAND,0715,HOLMESTRAND,NO,Norge
974778610,SOGN OG FJORDANE FYLKESKOMMUNE NÆRINGS- OG KULTURADMINISTRASJON,1996-05-28,73,941388841,0.74,ORGL,Askedalen 2,6863,LEIKANGER,1419,LEIKANGER,NO,Norge
974775131,LEIKANGER KOMMUNE NÆRING OG UTVIKLING,1996-10-26,24,964967725,0.92,ORGL,Skrivarvegen 7,6863,LEIKANGER,1419,LEIKANGER,NO,Norge
970940510,GRENLAND HAVN IKS,1995-02-20,17,null,null,IKS,Strømtangvegen 39,3950,BREVIK,0805,PORSGRUNN,NO,Norge
974774895,"MASFJORDEN KOMMUNE AVDELING FOR TEKNISK, MILJØ OG LANDBRUK",1996-09-01,87,945627913,0.72,ORGL,,5981,MASFJORDNES,1266,MASFJORDEN,NO,Norge
940192226,TELEMARK FYLKESKOMMUNE,1995-06-07,1832,null,null,FYLK,Fylkesbakken 10,3715,SKIEN,0806,SKIEN,NO,Norge
974637294,RØMSKOG KOMMUNE TEKNISK,1996-08-28,30,964947171,0.01,ORGL,,1950,RØMSKOG,0121,RØMSKOG,NO,Norge
982847796,VESTFOLD INTERKOMMUNALE BRANNVESEN IKS,2001-01-29,130,null,null,IKS,Ollebukta 6,3126,TØNSBERG,0704,TØNSBERG,NO,Norge
874774332,VOSS KOMMUNE KOMMUNALAVDELING HELSE OG OMSORG,1996-09-01,1144,960510542,0.29,ORGL,Uttrågata 9,5700,VOSS,1235,VOSS,NO,Norge
974641631,VÅLER KOMMUNE HELSE- OG SOSIALETATEN,1996-08-28,321,959272581,0.77,ORGL,Kjosveien 1,1592,VÅLER I ØSTFOLD,0137,VÅLER,NO,Norge
960507878,SKI KOMMUNE,1995-06-07,4878,null,null,KOMM,Idrettsveien 8,1400,SKI,0213,SKI,NO,Norge
974794594,GRATANGEN KOMMUNE SENTRALADMINISTRASJON,1997-02-20,19,959469415,0.29,ORGL,Nergårdveien 2,9470,GRATANGEN,1919,GRATANGEN,NO,Norge
974777134,ROAN KOMMUNE TEKNISK OG LANDBRUK,1997-02-20,22,944315438,0.16,ORGL,Julie Næss vei 10,7180,ROAN,5019,ROAN,NO,Norge
974643766,RE KOMMUNE SENTRALADMINISTRASJON,1996-08-28,49,983885497,0.28,ORGL,Regata 2,3174,REVETAL,0716,RE,NO,Norge
974773481,RANDABERG KOMMUNE TEKNISKE TJENESTER,1997-02-20,98,934945514,0.84,ORGL,Randabergveien 370,4070,RANDABERG,1127,RANDABERG,NO,Norge
974639319,SØNDRE LAND KOMMUNE - KULTUR,1996-08-28,17,961381630,0.82,ORGL,Hovsbakken 1,2860,HOV,0536,SØNDRE LAND,NO,Norge
974639475,"VESTRE SLIDRE KOMMUNE LANDBRUK, NÆRING OG TEKNISK ETAT",1997-06-11,42,961382157,0.91,ORGL,Slidrevegen 16,2966,SLIDRE,0543,VESTRE SLIDRE,NO,Norge
974777509,SELBU KOMMUNE SEKTOR HELSE OG SOSIAL,1996-10-26,301,971197609,0.63,ORGL,Nestansringen 16,7580,SELBU,5032,SELBU,NO,Norge
979719345,DALANE MILJØVERK IKS,1998-10-05,26,null,null,IKS,Sokndalsveien 1165,4372,EGERSUND,1101,EIGERSUND,NO,Norge
971348496,INTERKOMMUNALT ARKIV I HORDALAND IKS,1995-03-12,10,null,null,IKS,Kalfarveien 82,5022,BERGEN,1201,BERGEN,NO,Norge
971217391,INNHERRED RENOVASJON IKS,1995-02-20,95,null,null,IKS,Russervegen 10,7652,VERDAL,5038,VERDAL,NO,Norge
918964118,NAV VÆRNESREGIONEN,2017-05-08,35,939958851,0.51,ORGL,Kjøpmannsgata 9,7500,STJØRDAL,5035,STJØRDAL,NO,Norge
974790920,BODØ KOMMUNE HELSE OG OMSORG,1996-10-26,2681,972418013,0.3,ORGL,Dronningens gate 14,8006,BODØ,1804,BODØ,NO,Norge
974760894,UTRYKNINGSPOLITIET,1995-08-09,66,915429785,0.91,ORGL,Fredriksvern verft Helgeroaveien,3290,STAVERN,0712,LARVIK,NO,Norge
974790122,KARASJOK KOMMUNE OPPVEKSTSEKTOR,1997-06-11,186,963376030,0.92,ORGL,Raddeviessogeaidnu 4,9730,KARASJOK,2021,KARASJOK,NO,Norge
999236596,BALESTRAND KOMMUNE OPPVEKST OG KULTUR,2012-12-06,169,970184252,0.56,ORGL,Kong Beles veg 20,6899,BALESTRAND,1418,BALESTRAND,NO,Norge
974791587,BEIARN KOMMUNE HELSE- OG SOSIALADMINISTRASJON,1996-10-26,144,961147867,0.16,ORGL,,8110,MOLDJORD,1839,BEIARN,NO,Norge
988978191,FOSEN KOMMUNEREVISJON IKS,2006-03-07,7,null,null,IKS,Bjugn Rådhus,7160,BJUGN,5017,BJUGN,NO,Norge
974644584,ØSTFOLD FYLKESKOMMUNE SENTRALADMINISTRASJONEN,1996-05-28,2732,842952972,0.05,ORGL,Oscar Pedersens vei 39,1721,SARPSBORG,0105,SARPSBORG,NO,Norge
974791633,SALTDAL KOMMUNE TEKNISK DRIFT,1996-10-26,93,972417734,0.08,ORGL,Kirkegata 23,8250,ROGNAN,1840,SALTDAL,NO,Norge
963897642,KRISTIANSAND HAVN KF,1995-02-20,49,963296746,0.2,KF,Gravane 4,4610,KRISTIANSAND S,1001,KRISTIANSAND,NO,Norge
974777975,LIERNE KOMMUNE PLAN- OG UTVIKLINGSETAT,1996-10-26,101,972417963,0.77,ORGL,Heggvollveien 6,7882,NORDLI,5042,LIERNE,NO,Norge
976972333,ROAN KOMMUNE SOSIALETATEN,1997-02-20,1,944315438,0.55,ORGL,Julie Næss vei 10,7180,ROAN,5019,ROAN,NO,Norge
991128514,ØSTRE TOTEN KOMMUNE OMSORG,2007-04-13,969,964949859,0.07,ORGL,,2850,LENA,0528,ØSTRE TOTEN,NO,Norge
974790025,VARDØ KOMMUNE ENHET FOR GRUNNSKOLE OG BARNEHAGE,1997-02-20,116,972418048,0.52,ORGL,Kirkegata 4,9950,VARDØ,2002,VARDØ,NO,Norge
971029102,SUNNDAL ENERGI KF,1995-03-12,24,964981604,0.46,KF,Mongstugata 9,6600,SUNNDALSØRA,1563,SUNNDAL,NO,Norge
974763907,FYLKESMANNEN I SOGN OG FJORDANE,1995-08-09,141,972417858,0.02,ORGL,Njøsavegen 2,6863,LEIKANGER,1419,LEIKANGER,NO,Norge
988194492,STAVANGER NATUR- OG IDRETTSSERVICE KF,2005-05-19,341,964965226,0.83,KF,Auglendsdalen 85,4017,STAVANGER,1103,STAVANGER,NO,Norge
918781137,SØGNE KOMMUNE HELSE- SOSIAL- OG OMSORGSSEKTOREN,2017-03-29,902,964967091,0.1,ORGL,Rådhusveien 1,4640,SØGNE,1018,SØGNE,NO,Norge
914459265,TILSYNSRÅDET FOR ADVOKATVIRKSOMHET,2014-11-22,14,972417831,0.38,ORGL,Rådhusgata 23,0158,OSLO,0301,OSLO,NO,Norge
964983380,BINDAL KOMMUNE,1995-06-07,396,null,null,KOMM,Oldervikveien 5,7980,TERRÅK,1811,BINDAL,NO,Norge
971648198,STATENS INNKREVINGSSENTRAL,1995-08-09,245,996250318,0.29,ORGL,Terminalveien 2,8624,MO I RANA,1833,RANA,NO,Norge
971034637,GLITREVANNVERKET IKS,1995-02-20,26,null,null,IKS,Dråpen 20,3036,DRAMMEN,0602,DRAMMEN,NO,Norge
874790222,BINDAL KOMMUNE OPPVEKST OG KULTUR,1997-02-20,136,964983380,0.83,ORGL,Oldervikveien 5,7980,TERRÅK,1811,BINDAL,NO,Norge
994735209,OS KOMMUNE RÅDMANNEN SIN STAB,2009-11-05,111,844458312,0.85,ORGL,Torggata 7,5200,OS,1243,OS,NO,Norge
971543124,INDRE HORDALAND REVISJONSDISTRIKT,1995-02-20,7,960510542,0.15,ORGL,Vangsgata 30,5700,VOSS,1235,VOSS,NO,Norge
974637561,VESTBY KOMMUNE KULTUR,1996-08-28,63,943485437,0.48,ORGL,Rådhusgata 1,1540,VESTBY,0211,VESTBY,NO,Norge
974767902,STRANDA KOMMUNE OPPVEKSTADMINISTRASJON,1996-09-01,220,964980098,0.36,ORGL,Storgata 4,6200,STRANDA,1525,STRANDA,NO,Norge
822534422,SANDE KOMMUNE,1995-06-07,580,null,null,KOMM,Rådhuset,6084,LARSNES,1514,SANDE,NO,Norge
974774682,OSTERØY KOMMUNE TEKNISK ETAT,1996-10-26,138,864338712,0.11,ORGL,,5282,LONEVÅG,1253,OSTERØY,NO,Norge
939772766,FYRESDAL KOMMUNE,1995-06-07,377,null,null,KOMM,Klokkarhamaren 6,3870,FYRESDAL,0831,FYRESDAL,NO,Norge
974781263,TYSVÆR KOMMUNE RÅDMANNEN,1996-09-01,86,964979812,0.82,ORGL,Rådhuset,5570,AKSDAL,1146,TYSVÆR,NO,Norge
971278374,STATSBYGG,1995-02-20,931,972417858,0.74,ORGL,Biskop Gunnerusg 6,0155,OSLO,0301,OSLO,NO,Norge
974778335,KRISTIANSAND KOMMUNE TEKNISK SEKTOR,1996-10-26,680,963296746,0.41,ORGL,Tollbodgata 22,4611,KRISTIANSAND S,1001,KRISTIANSAND,NO,Norge
976972511,REGIONALT KONTOR FOR KOMPETANSEUTVIKLING,1997-02-20,9,938712441,0.5,ORGL,Torolv Kveldulvsons gate 5,8800,SANDNESSJØEN,1820,ALSTAHAUG,NO,Norge
874776092,"STORDAL KOMMUNE ETAT FOR TEKNISKE TENESTER, PLAN OG UTVIKLING",1996-10-26,27,964980276,0.83,ORGL,,6250,STORDAL,1526,STORDAL,NO,Norge
976972201,ÅRDAL KOMMUNE BU- OG MILJØTENESTA,1997-02-20,162,954679721,0.35,ORGL,Statsråd Evensens veg 4,6885,ÅRDALSTANGEN,1424,ÅRDAL,NO,Norge
974781999,HERØY KOMMUNE SENTRALADMINSTRASJON,1996-09-01,350,964978840,0.15,ORGL,Rådhusgata 5,6090,FOSNAVÅG,1515,HERØY,NO,Norge
977549833,NORDFJORD MILJØVERK IKS,1997-05-22,29,null,null,IKS,Eidsmona,6821,SANDANE,1445,GLOPPEN,NO,Norge
886884702,ROGALAND BRANN OG REDNING IKS,2004-05-14,415,null,null,IKS,Brannstasjonsveien 2,4312,SANDNES,1102,SANDNES,NO,Norge
944305483,INDRE FOSEN KOMMUNE,1995-06-07,1867,null,null,KOMM,Rådhusveien 13,7100,RISSA,5054,INDRE FOSEN,NO,Norge
986706054,INTERKOMMUNALT PLANKONTOR FOR KVITESEID OG NISSEDAL,2004-03-19,6,964964343,0.24,ORGL,Treungvegen 398,3855,TREUNGEN,0830,NISSEDAL,NO,Norge
816257042,INDRE ØSTFOLD BRANN OG REDNING IKS,2015-11-20,127,null,null,IKS,Ordfører Voldens vei 14,1850,MYSEN,0125,EIDSBERG,NO,Norge
980756351,AKERSHUS OG ØSTFOLD FYLKESREVISJON,1999-05-11,6,842952972,0.7,ORGL,Oscar Pedersens vei 39,1721,SARPSBORG,0105,SARPSBORG,NO,Norge
964963827,KVITESEID KOMMUNE,1995-06-07,455,null,null,KOMM,Kviteseidgata 13,3850,KVITESEID,0829,KVITESEID,NO,Norge
874791822,LØDINGEN KOMMUNE HELSE OG OMSORG,1997-02-20,523,945468661,0.87,ORGL,Rådhusvegen 27,8410,LØDINGEN,1851,LØDINGEN,NO,Norge
974781166,RANDABERG KOMMUNE RÅDMANN OG STAB,1997-02-20,54,934945514,0.06,ORGL,Randabergveien 370,4070,RANDABERG,1127,RANDABERG,NO,Norge
974782480,NÆRØY KOMMUNE SENTRALADMINISTRASJON,1996-09-01,60,944350497,0.81,ORGL,Idrettsvegen 1,7970,KOLVEREID,5051,NÆRØY,NO,Norge
998526345,HARSTAD LEGEVAKT,2012-06-20,0,972417971,0.75,ORGL,St Olavs gate 70,9406,HARSTAD,1903,HARSTAD,NO,Norge
974642867,NESODDEN KOMMUNE SENTRALADMINISTRASJON,1996-09-01,75,944383565,0.54,ORGL,Kongleveien 2,1452,NESODDTANGEN,0216,NESODDEN,NO,Norge
974781468,VOSS KOMMUNE RÅDMANNEN SIN STAB,1996-09-01,57,960510542,0.18,ORGL,Uttrågata 9,5700,VOSS,1235,VOSS,NO,Norge
940244145,BAMBLE KOMMUNE,1995-06-07,1911,null,null,KOMM,Kirkeveien 12,3970,LANGESUND,0814,BAMBLE,NO,Norge
995710757,FYLKESNEMNDENE FOR BARNEVERN OG SOSIALE SAKER,2010-07-06,141,972417793,0.24,ORGL,Akersgata 1,0158,OSLO,0301,OSLO,NO,Norge
974789787,KVÆNANGEN KOMMUNE SEKTOR FOR OPPVEKST OG KULTUR,1997-02-20,151,940331102,0.83,ORGL,,9161,BURFJORD,1943,KVÆNANGEN,NO,Norge
920284744,STOR-ELVDAL KOMMUNE OPPVEKST OG KULTUR,2018-01-22,137,964948887,0.04,ORGL,Storgata 120,2480,KOPPANG,0430,STOR-ELVDAL,NO,Norge
980348741,HOBØL KOMMUNE SKOLER,1998-12-07,157,964947449,0.76,ORGL,Skoleveien 15,1823,KNAPSTAD,0138,HOBØL,NO,Norge
920284809,STOR-ELVDAL KOMMUNE SENTRALADMINISTRASJON,2018-01-22,36,964948887,0.49,ORGL,Storgata 120,2480,KOPPANG,0430,STOR-ELVDAL,NO,Norge
974644649,TELEMARK FYLKESKOMMUNE SENTRALADMINISTRASJON,1996-05-28,140,940192226,0.23,ORGL,Fylkesbakken 10,3715,SKIEN,0806,SKIEN,NO,Norge
974635062,RE KOMMUNE SKOLE BARNEHAGE OG KULTUR,1996-08-28,559,983885497,0.78,ORGL,Regata 2,3174,REVETAL,0716,RE,NO,Norge
974642980,NITTEDAL KOMMUNE SENTRALADMINISTRASJON,1996-08-28,93,971643870,0.77,ORGL,Rådhusveien 1,1482,NITTEDAL,0233,NITTEDAL,NO,Norge
974642999,GJERDRUM KOMMUNE SENTRALADMINISTRASJON,1996-08-28,120,864949762,0.66,ORGL,Gjerivegen 1,2022,GJERDRUM,0234,GJERDRUM,NO,Norge
974639858,SIGDAL KOMMUNE KULTURADMINISTRASJONEN,1996-10-26,21,964962766,0.67,ORGL,,3350,PRESTFOSS,0621,SIGDAL,NO,Norge
976821203,TINN KOMMUNE TEKNISK,1996-10-26,38,864963552,0.13,ORGL,Torget 2,3660,RJUKAN,0826,TINN,NO,Norge
946485764,LYNGDAL KOMMUNE,1995-06-07,1071,null,null,KOMM,Prost Birkelands gate 4,4580,LYNGDAL,1032,LYNGDAL,NO,Norge
988533203,STORDAL KOMMUNE ETAT FOR PERSONAL OG DRIFT,2005-08-16,185,964980276,0.27,ORGL,Kommunehuset,6250,STORDAL,1526,STORDAL,NO,Norge
912849481,BODØ KEMNERKONTOR,2013-12-06,0,972418013,0.84,ORGL,Moloveien 20,8003,BODØ,1804,BODØ,NO,Norge
994486268,PORSANGER I UTVIKLING KF,2009-12-05,0,959411735,0.06,KF,Rådhuset,9712,LAKSELV,2020,PORSANGER,NO,Norge
920126200,NYE VOSS HERAD FRA 01.01.2020,2017-12-14,0,null,null,KOMM,Uttrågata 9,5700,VOSS,1235,VOSS,NO,Norge
874791342,NESNA KOMMUNE HELSE OG SOSIAL,1997-06-11,293,939600515,0.54,ORGL,Movegen 24,8700,NESNA,1828,NESNA,NO,Norge
997756215,ESVAL MILJØPARK NES KF,2012-01-11,20,938679088,0.5,KF,Miljøparkvegen 112,2160,VORMSUND,0236,NES,NO,Norge
963296746,KRISTIANSAND KOMMUNE,1995-06-07,11929,null,null,KOMM,Rådhusgata 18,4611,KRISTIANSAND S,1001,KRISTIANSAND,NO,Norge
874791792,TYSFJORD KOMMUNE HELSE- OG SOSIALADMINISTRASJON,1996-10-26,293,972417769,0.41,ORGL,F.L. Smiths vei 1,8590,KJØPSVIK,1850,TYSFJORD,NO,Norge
987672196,KOMSEK TRØNDELAG IKS,2005-01-06,0,null,null,IKS,Fylkets Hus Seilmakergata 2,7725,STEINKJER,5004,STEINKJER,NO,Norge
970530169,DRAMMENSREGIONENS INTERKOMMUNALE HAVNEVESEN,1995-02-20,27,939214895,0.09,ORGL,Hans Kiærs gate 1A,3041,DRAMMEN,0602,DRAMMEN,NO,Norge
899163222,NORDMØRE KRISESENTER IKS,2012-11-21,12,null,null,IKS,Tempoveien 23,6508,KRISTIANSUND N,1505,KRISTIANSUND,NO,Norge
998557089,KONGSVINGER LEGEVAKT,2012-06-28,0,944117784,0.97,ORGL,Parkvegen 35,2212,KONGSVINGER,0402,KONGSVINGER,NO,Norge
974642883,ASKER KOMMUNE SENTRALADMINISTRASJON OG STAB,1996-09-01,36,944382038,0.98,ORGL,Knud Askers vei 25,1383,ASKER,0220,ASKER,NO,Norge
940791901,KARMØY KOMMUNE,1995-06-07,4761,null,null,KOMM,Statsråd Vinjes gate 25,4250,KOPERVIK,1149,KARMØY,NO,Norge
974762021,NAV FINNMARK,1995-08-09,167,991012133,0.4,ORGL,Rådhusgata 4,9800,VADSØ,2003,VADSØ,NO,Norge
974774763,RADØY KOMMUNE KULTURADMINISTRASJON,1996-09-01,15,954748634,0.7,ORGL,Radøyvegen 1690,5936,MANGER,1260,RADØY,NO,Norge
995277670,NAV ØKONOMILINJEN,2010-03-11,513,889640782,0.22,ORGL,Sannergata 2,0557,OSLO,0301,OSLO,NO,Norge
961381274,GAUSDAL KOMMUNE,1995-06-07,935,null,null,KOMM,Vestringsvegen 8,2651,ØSTRE GAUSDAL,0522,GAUSDAL,NO,Norge
995442345,TANNHELSETJENESTENS KOMPETANSESENTER FOR MIDT NORGE IKS,2010-06-12,44,null,null,IKS,Klæbuveien 70,7030,TRONDHEIM,5001,TRONDHEIM,NO,Norge
974636395,TOKKE KOMMUNE ETAT FOR OPPVEKST KULTUR IDRETT ADM,1996-08-28,206,964964521,0.45,ORGL,,3880,DALEN,0833,TOKKE,NO,Norge
971277882,DIREKTORATET FOR UTVIKLINGS- SAMARBEID,1995-02-20,333,972417920,0.57,ORGL,Bygdøy allé 2,0257,OSLO,0301,OSLO,NO,Norge
988681954,DISKRIMINERINGSNEMNDA,2005-09-22,8,972417793,0.98,ORGL,Kaigaten 9,5015,BERGEN,1201,BERGEN,NO,Norge
996878996,IKA FINNMARK IKS,2011-11-22,6,null,null,IKS,Holmenveien 3,9700,LAKSELV,2020,PORSANGER,NO,Norge
948243113,SOLA KOMMUNE,1995-06-07,2663,null,null,KOMM,Kanalsletta 3,4033,STAVANGER,1124,SOLA,NO,Norge
995902850,NÆRING I YTRE NAMDAL IKS,2010-10-13,0,null,null,IKS,Fellesbygget,7940,OTTERSØY,5051,NÆRØY,NO,Norge
995607409,IKT VALDRES IKS,2010-09-28,15,null,null,IKS,Jernbanevegen 20,2900,FAGERNES,0542,NORD-AURDAL,NO,Norge
916484208,FÆRDER NASJONALPARKSENTER IKS,2016-02-23,7,null,null,IKS,Helgerødveien 590,3145,TJØME,0729,FÆRDER,NO,Norge
974793725,NORDLAND FYLKESKOMMUNE UTDANNING,1996-05-28,2919,964982953,0.48,ORGL,Prinsens gate 100,8005,BODØ,1804,BODØ,NO,Norge
988935816,SARPSBORG FRIVILLIGHETSSENTRAL KOMMUNALT FORETAK,2005-11-21,0,938801363,0.28,KF,Roald Amundsens gate 33,1723,SARPSBORG,0105,SARPSBORG,NO,Norge
959019126,HÅLOGALAND RESSURSSELSKAP IKS,1995-02-20,6,null,null,IKS,Djupvikveien 21,8517,NARVIK,1805,NARVIK,NO,Norge
944588132,ALTA KOMMUNE,1995-06-07,3107,null,null,KOMM,Sandfallveien 1,9510,ALTA,2012,ALTA,NO,Norge
974781891,SULA KOMMUNE SENTRALADMINISTRASJON,1996-09-01,99,964980543,0.32,ORGL,Sloghaugvegen 13,6030,LANGEVÅG,1531,SULA,NO,Norge
974791803,TYSFJORD KOMMUNE KULTURADMINISTRASJON,1996-10-26,7,972417769,0.54,ORGL,,8590,KJØPSVIK,1850,TYSFJORD,NO,Norge
920051324,HAUGESUND KOMMUNE KD HELSE OG OMSORG,2017-12-11,2394,944073787,0.93,ORGL,Rådhusgata 66,5528,HAUGESUND,1106,HAUGESUND,NO,Norge
979529643,FISKERIDIREKTORATET REGION NORD,1998-01-16,82,971203420,0.52,ORGL,Strandgata 5,9008,TROMSØ,1902,TROMSØ,NO,Norge
971521570,NORDRE FOLLO RENSEANLEGG IKS,1995-08-09,35,null,null,IKS,Høyungsletta 19,1407,VINTERBRO,0214,ÅS,NO,Norge
916923082,SIRKULA IKS,2016-03-30,68,null,null,IKS,Vangsvegen 143,2321,HAMAR,0403,HAMAR,NO,Norge
991799710,GRENLANDSKOMMUNENES INNKJØPSENHET,2007-10-08,7,938759839,0.8,ORGL,Leirvollen 14,3736,SKIEN,0806,SKIEN,NO,Norge
996380378,TRØNDERHALLEN LEVANGER KF,2011-02-05,32,938587051,0.69,KF,Røstad,7600,LEVANGER,5037,LEVANGER,NO,Norge
944422315,BJUGN KOMMUNE,1995-06-07,1079,null,null,KOMM,Alf Nebbs gate 2,7160,BJUGN,5017,BJUGN,NO,Norge
974767481,AUKRA KOMMUNE KULTUR,1996-09-01,27,964981337,0.64,ORGL,Nyjordvegen 12,6480,AUKRA,1547,AUKRA,NO,Norge
997756665,TOTENBADET VESTRE TOTEN KF,2012-01-04,52,971028300,0.54,KF,Badelandvegen 74,2833,RAUFOSS,0529,VESTRE TOTEN,NO,Norge
974780240,DISTRIKTSREVISJON NORDMØRE IKS,1996-09-01,0,null,null,IKS,Kaibakken 1,6509,KRISTIANSUND N,1505,KRISTIANSUND,NO,Norge
996402878,NORDMØRE KEMNERKONTOR,2011-01-11,8,991891919,0.17,ORGL,Storgata 13C,6509,KRISTIANSUND N,1505,KRISTIANSUND,NO,Norge
988893226,VINDAFJORD KOMMUNE,2005-11-09,1918,null,null,KOMM,Rådhusplassen 1,5580,ØLEN,1160,VINDAFJORD,NO,Norge
974770970,MÅLØY KOMMUNALE KINO,1997-06-11,2,942952880,0.51,ORGL,Gate 1 225,6700,MÅLØY,1439,VÅGSØY,NO,Norge
964963649,HJARTDAL KOMMUNE,1995-06-07,291,null,null,KOMM,Saulandsvegen 414,3692,SAULAND,0827,HJARTDAL,NO,Norge
974793229,HASVIK KOMMUNE TEKNISK ETAT,1997-02-20,42,964830711,0.24,ORGL,,9593,BREIVIKBOTN,2015,HASVIK,NO,Norge
961381452,LUNNER KOMMUNE,1995-06-07,1115,null,null,KOMM,Sandsvegen 1,2740,ROA,0533,LUNNER,NO,Norge
916075855,FORSVARSMATERIELL,2015-10-15,1390,972417823,0.15,ORGL,Grev Wedels plass 1,0151,OSLO,0301,OSLO,NO,Norge
974794829,LOPPA KOMMUNE ADMINISTRASJONSSEKSJONEN,1997-02-20,12,963063237,0.89,ORGL,Parkveien 1-3,9550,ØKSFJORD,2014,LOPPA,NO,Norge
989694537,MÅSØY INDUSTRIEIENDOM KF,2006-04-20,0,941087957,0.8,KF,Torget 1,9690,HAVØYSUND,2018,MÅSØY,NO,Norge
971567376,HØGSKOLEN I ØSTFOLD,1995-02-20,663,872417842,0.44,ORGL,B R A veien 4,1783,HALDEN,0101,HALDEN,NO,Norge
974773880,BERGEN KOMMUNE BYRÅDSAVDELING FOR HELSE OG OMSORG,1996-10-26,12817,964338531,0.83,ORGL,Rådhusgaten 10,5014,BERGEN,1201,BERGEN,NO,Norge
920125298,NYE ASKER KOMMUNE FRA 01.01.2020,2017-12-14,0,null,null,KOMM,Knud Askers vei 25,1383,ASKER,0220,ASKER,NO,Norge
940155223,GJØVIK KOMMUNE,1995-06-07,4174,null,null,KOMM,Kauffeldts plass 1,2815,GJØVIK,0502,GJØVIK,NO,Norge
964966397,BYGLAND KOMMUNE,1995-06-07,277,null,null,KOMM,Sentrum 18,4745,BYGLAND,0938,BYGLAND,NO,Norge
969685396,STEINKJER KOMMUNESKOGER- OGNDALSBRUKET KF,1995-02-20,6,840029212,0.17,KF,Rådhuset,7729,STEINKJER,5004,STEINKJER,NO,Norge
912157288,GRIEGHALLEN IKS,2013-09-18,0,null,null,IKS,Magistratbygningen Rådstuplassen 5,5017,BERGEN,1201,BERGEN,NO,Norge
974637553,VESTBY KOMMUNE HELSE- OG SOSIALADMINISTRASJON,1996-08-28,841,943485437,0.27,ORGL,Kleverveien 6,1540,VESTBY,0211,VESTBY,NO,Norge
974642964,SKEDSMO KOMMUNE SENTRALADMINISTRASJON,1996-08-28,451,938275130,0.27,ORGL,Jonas Lies gate 18,2000,LILLESTRØM,0231,SKEDSMO,NO,Norge
974644592,HEDMARK FYLKESKOMMUNE SENTRALLEDELSEN,1996-05-28,178,942116217,0.37,ORGL,Parkgata 64,2317,HAMAR,0403,HAMAR,NO,Norge
974240270,NAV VEST-AGDER,1995-03-12,299,991012133,0.77,ORGL,Tangen 60,4608,KRISTIANSAND S,1001,KRISTIANSAND,NO,Norge
993360198,SANDNES TOMTESELSKAP KF,2009-01-10,8,964965137,0.51,KF,Havnegata 15,4306,SANDNES,1102,SANDNES,NO,Norge
986529527,TYSVÆR KOMMUNE RESULTATOMRÅDE BARNEHAGE,2004-02-03,246,964979812,0.9,ORGL,,5570,AKSDAL,1146,TYSVÆR,NO,Norge
